genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
PP533296.1	B.1.NmC2	B.1.20.NmC1 + F.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_PP533296.1
PP533297.1	B.1.NmC2	F.5 + F.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_PP533297.1
PP533298.1	B.1.NmC2	F.3 + B.1.NmC2 + F.3	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_PP533298.1
PP533331.1	B.1.NmC2	B.1.20.NmC1 + F.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_PP533331.1
PP533333.1	B.1.NmC2	B.1.NmC2 + F.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_PP533333.1
PP533340.1	B.1.NmC2	F.2.NmC1 + B.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_PP533340.1
PP533334.1	B.1.NmC2	F.6 + F.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_PP533334.1
PP533346.1	B.1.NmC2	F.2 + C.1.1 + F.2	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_PP533346.1
ON782022.1	B.1.NmC4	B.1.2.NmC2 + B.1.6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_ON782022.1
OP185715.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP185715.1
OQ274881.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ274881.1
OQ274882.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ274882.1
OQ274883.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ274883.1
OQ274886.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ274886.1
OQ274890.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ274890.1
OQ274891.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ274891.1
OP022170.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP022170.1
ON745215.1	B.1.NmC4	B.1.2.NmC6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_ON745215.1
OQ627926.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ627926.1
OR264407.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR264407.1
OP185709.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP185709.1
OP185714.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP185714.1
OP450985.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP450985.1
OP451004.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP451004.1
OP604528.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP604528.1
OR035705.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035705.1
OR035680.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035680.1
OR035664.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035664.1
OP390207.1	B.1.NmC4	B.1.2.NmC2 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP390207.1
OP390209.1	B.1.NmC4	B.1.4 + B.1.2.NmC5 + B.1.4	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP390209.1
OR264417.1	B.1.NmC4	B.1.NmC4 + B.1.4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR264417.1
OP390210.1	B.1.NmC4	B.1.4 + B.1.2.NmC5 + B.1.4	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP390210.1
OP390211.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP390211.1
OP390212.1	B.1.NmC4	B.1.4 + B.1.2.NmC5 + B.1.4	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP390212.1
OR035668.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035668.1
OP279042.1	B.1.NmC4	B.1.4 + B.1.2.NmC5 + B.1.4	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP279042.1
OR035672.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035672.1
OR035675.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035675.1
OR035678.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035678.1
OR035699.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035699.1
OP451000.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP451000.1
OP451002.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP451002.1
OP603015.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP603015.1
OP604519.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP604519.1
OR086941.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR086941.1
OR086946.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR086946.1
OR086948.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR086948.1
OP390215.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP390215.1
OP390217.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP390217.1
OP390218.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP390218.1
OP390219.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP390219.1
OR035697.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035697.1
OR086963.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR086963.1
OP390220.1	B.1.NmC4	B.1.NmC4 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP390220.1
OP390221.1	B.1.NmC4	B.1.NmC4 + B.1.4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP390221.1
OP390223.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP390223.1
OP390224.1	B.1.NmC4	B.1.7 + B.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP390224.1
OR035698.1	B.1.NmC4	B.1.2.NmC6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035698.1
OR086965.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR086965.1
OR086969.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR086969.1
OR086970.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR086970.1
OR086971.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR086971.1
OR086976.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR086976.1
OR086988.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR086988.1
OP863244.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP863244.1
OP863252.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP863252.1
OP894032.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP894032.1
OP894036.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP894036.1
OP894047.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP894047.1
OQ159029.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159029.1
OQ159032.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159032.1
OQ159033.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159033.1
OQ159035.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159035.1
OQ159036.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159036.1
OQ159037.1	B.1.NmC4	B.1.7 + B.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159037.1
OQ159039.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159039.1
OQ159040.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159040.1
OQ159041.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159041.1
OQ159042.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159042.1
OQ159043.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159043.1
OQ159044.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159044.1
OQ159045.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159045.1
OQ159046.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159046.1
OQ159047.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159047.1
OQ159048.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159048.1
OQ159051.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159051.1
OQ159052.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159052.1
OQ159054.1	B.1.NmC4	B.1.NmC5 + B.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ159054.1
OQ417834.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ417834.1
PV984908.1	B.1.NmC4	B.1.NmC4 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_PV984908.1
OR086992.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR086992.1
OR086993.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR086993.1
OR086994.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR086994.1
OR086998.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR086998.1
OR086999.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR086999.1
OR087000.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR087000.1
OR087001.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR087001.1
OR087009.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR087009.1
OR087010.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR087010.1
OR087011.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR087011.1
OR095023.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR095023.1
OR095028.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR095028.1
OR095032.1	B.1.NmC4	B.1.12.NmC2 + F.2.NmC1 + B.1.12.NmC2	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR095032.1
OR095036.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR095036.1
OR095037.1	B.1.NmC4	B.1.2.NmC6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR095037.1
OR095039.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR095039.1
OR035694.1	B.1.NmC4	B.1.2.NmC6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035694.1
OR035695.1	B.1.NmC4	B.1.2.NmC6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035695.1
OR095042.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR095042.1
OR095047.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR095047.1
OR095048.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR095048.1
OR095061.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR095061.1
OR095062.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR095062.1
OR095065.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR095065.1
OQ570421.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ570421.1
PQ479562.1	B.1.NmC4	B.1.NmC4 + B.1.4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_PQ479562.1
OP863255.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP863255.1
OP863257.1	B.1.NmC4	B.1.NmC5 + B.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP863257.1
OQ417836.1	B.1.NmC4	C.1.NmC2 + B.1.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ417836.1
PV984896.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_PV984896.1
OP642391.1	B.1.NmC4	B.1.2.NmC5 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP642391.1
OP642411.1	B.1.NmC4	B.1.NmC4 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP642411.1
OP642423.1	B.1.NmC4	B.1.NmC4 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OP642423.1
PQ340477.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_PQ340477.1
PQ340494.1	B.1.NmC4	B.1.17 + B.1.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_PQ340494.1
OR035734.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035734.1
OQ261708.1	B.1.NmC4	B.1.13.NmC1 + B.1.15 + B.1.13.NmC1	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ261708.1
OR035709.1	B.1.NmC4	B.1.2.NmC2 + B.1.17.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035709.1
OR035710.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035710.1
OR035711.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035711.1
OR035713.1	B.1.NmC4	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035713.1
OR035714.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035714.1
OR035716.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035716.1
OR035724.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035724.1
OR035725.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035725.1
OR035726.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR035726.1
OQ696100.1	B.1.NmC4	B.1.2.NmC2 + B.1.NmC10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OQ696100.1
OR209311.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_OR209311.1
PV167027.1	B.1.NmC4	B.1.NmC4 + B.1.11.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_PV167027.1
PV167034.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_PV167034.1
PV167035.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_PV167035.1
PV167036.1	B.1.NmC4	B.1.NmC4 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_86_B.1.NmC4_PV167036.1
ON622718.1	B.1.8	B.1.8 + B.1.NmC6 + B.1.8	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_87_B.1.8_ON622718.1
PQ781699.1	B.1.8	B.1.8 + C.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_87_B.1.8_PQ781699.1
OQ468830.1	B.1.8	B.1.8.NmC2 + B.1.7	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_87_B.1.8_OQ468830.1
PV984940.1	B.1.8	B.1.8 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_87_B.1.8_PV984940.1
OP440569.1	B.1.8	B.1.8 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_87_B.1.8_OP440569.1
OP215276.1	B.1.8	B.1.8 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_87_B.1.8_OP215276.1
OP442940.1	B.1.8	B.1.8 + C.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_87_B.1.8_OP442940.1
OP681775.1	B.1.8	B.1.8 + C.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_87_B.1.8_OP681775.1
OP013002.1	B.1.13.NmC2	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_88_B.1.13.NmC2_OP013002.1
OQ419002.1	B.1.13.NmC2	B.1.4 + B.1.13.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_88_B.1.13.NmC2_OQ419002.1
OQ427121.1	B.1.13.NmC2	B.1.19 + B.1.8.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_88_B.1.13.NmC2_OQ427121.1
OP205071.1	B.1.13.NmC2	B.1.7 + B.1.13.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_88_B.1.13.NmC2_OP205071.1
OR035643.1	B.1.13.NmC2	B.1.NmC9 + B.1.11.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_88_B.1.13.NmC2_OR035643.1
OP279035.1	B.1.13.NmC2	B.1.4 + B.1.NmC7	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_88_B.1.13.NmC2_OP279035.1
OP279045.1	B.1.13.NmC2	B.1.4 + B.1.2.NmC5 + B.1.4	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_88_B.1.13.NmC2_OP279045.1
